"weight","contraceptive_any","contraceptive_modern","unmet_need","REGNAME","age","marst","edattain","chsurv","chborn","urban","activity","floor","walls","roof","water","electricity","toilet","religion","language","relate","fuelcook","ethnicity","literacy","tobacco","occupation"
0.889915,"0","0","0","Tonkolili","25-29","Married","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Krio","Wife","Wood-based","Temne","Yes","No","Sales"
0.889915,"0","0","0","Tonkolili","35-39","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Natural","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Krio","Wife","Wood-based","Temne","Yes","No","Sales"
0.889915,"1","1","0","Tonkolili","15-19","Never in union","Complete secondary","0-4","0-4","Urban","Did not work","Natural","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Krio","Other","Wood-based","Temne","Yes","No","Did not work"
0.889915,"0","0","0","Tonkolili","30-34","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Rudimentary","Protected well","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Sales"
2.197109,"0","0","0","Kenema","35-39","Widowed","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Surface water","No","No facility","Islam","Mende","Head","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","25-29","Married","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","15-19","Married","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","15-19","Married","Incomplete secondary","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Surface water","No","Facility","Islam","Mende","Daughter","Wood-based","Mende","Yes","No","Agricultural"
2.197109,"0","0","0","Kenema","35-39","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Surface water","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","1","Kenema","30-34","Married","No education","5+","5+","Rural","Worked","Natural","Natural","Finished","Surface water","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","20-24","Married","Incomplete secondary","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Surface water","No","Facility","Christian","Mende","Wife","Wood-based","Mende","Yes","No","Agricultural"
2.197109,"0","0","0","Kenema","40-44","Married","No education","5+","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","Head","Wood-based","Mende","Yes","No","Agricultural"
2.197109,"0","0","0","Kenema","20-24","Married","Complete secondary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","Daughter","Wood-based","Mende","Yes","No","Agricultural"
2.197109,"0","0","0","Kenema","25-29","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Surface water","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","1","Kenema","45-49","Living with partner","No education","5+","5+","Rural","Worked","Natural","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","Head","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","20-24","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","In-law","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","20-24","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Surface water","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","40-44","Married","No education","5+","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","25-29","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","In-law","Wood-based","Mende","Yes","No","Agricultural"
2.197109,"0","0","0","Kenema","25-29","Married","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","25-29","Married","Incomplete secondary","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","Wife","Wood-based","Mende","Yes","No","Agricultural"
2.197109,"0","0","0","Kenema","40-44","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Surface water","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
2.197109,"1","1","0","Kenema","30-34","Married","No education","0-4","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","30-34","Married","No education","5+","5+","Rural","Worked","Natural","Natural","Finished","Surface water","No","Facility","Islam","Mende","Head","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","25-29","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Surface water","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","20-24","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","Other","Wood-based","Mende","No","No","Agricultural"
2.197109,"0","0","0","Kenema","20-24","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Mende","In-law","Wood-based","Mende","No","No","Professional/technical/managerial"
1.060601,"0","0","0","Western Area Urban","35-39","Married","Higher than secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Christian","Mende","Wife","Wood-based","Mende","Yes","No","Professional/technical/managerial"
1.060601,"0","0","0","Western Area Urban","35-39","Married","Complete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Piped","Yes","Facility","Islam","Other","Head","Wood-based","Mandingo","Yes","No","Did not work"
1.060601,"0","0","0","Western Area Urban","40-44","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Christian","Mende","Daughter","Wood-based","Mende","Yes","No","Did not work"
1.060601,"0","0","0","Western Area Urban","30-34","Never in union","Higher than secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Christian","Mende","Daughter","Wood-based","Mende","Yes","No","Did not work"
1.060601,"0","0","0","Western Area Urban","30-34","Never in union","Higher than secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Christian","Mende","Daughter","Wood-based","Mende","Yes","No","Did not work"
1.060601,"0","0","0","Western Area Urban","25-29","Never in union","Higher than secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Christian","Mende","Sister","Wood-based","Mende","Yes","No","Professional/technical/managerial"
1.060601,"0","0","0","Western Area Urban","20-24","Never in union","Higher than secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Christian","Temne","Daughter","Wood-based","Temne","Yes","No","Did not work"
1.060601,"1","1","0","Western Area Urban","30-34","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Piped","Yes","Facility","Christian","Temne","Daughter","Wood-based","Temne","Yes","No","Sales"
1.060601,"1","1","0","Western Area Urban","25-29","Never in union","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Piped","Yes","Facility","Christian","Temne","Daughter","Wood-based","Temne","Yes","No","Sales"
1.060601,"1","1","0","Western Area Urban","30-34","Married","Incomplete primary","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Christian","Mende","Daughter","Wood-based","Mende","No","No","Sales"
1.060601,"0","0","0","Western Area Urban","25-29","Never in union","Higher than secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Christian","Other","Daughter","Wood-based","Fullah","Yes","No","Did not work"
1.060601,"1","1","0","Western Area Urban","30-34","Never in union","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Islam","Mende","Daughter","Wood-based","Mende","Yes","Yes","Professional/technical/managerial"
1.060601,"1","1","0","Western Area Urban","20-24","Never in union","Higher than secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Christian","Krio","Granddaughter","Wood-based","Creole","Yes","No","Did not work"
1.060601,"0","0","0","Western Area Urban","20-24","Never in union","Incomplete primary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Christian","Mende","Not related","Wood-based","Mende","Yes","No","Did not work"
1.060601,"1","1","0","Western Area Urban","20-24","Never in union","Higher than secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Islam","Mende","Granddaughter","Wood-based","Mende","Yes","No","Sales"
1.060601,"0","0","0","Western Area Urban","20-24","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Islam","Mende","Niece","Wood-based","Mende","Yes","No","Did not work"
1.060601,"0","0","0","Western Area Urban","20-24","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Piped","Yes","Facility","Islam","Mende","Niece","Wood-based","Mende","Yes","No","Did not work"
1.060601,"0","0","0","Western Area Urban","35-39","Never in union","Complete primary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Mende","Other","Wood-based","Mende","No","No","Sales"
0.861236,"0","0","0","Kenema","25-29","Married","No education","5+","5+","Rural","Worked","Natural","Other","Finished","Public tap","No","Facility","Islam","Krio","Wife","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","0","Kenema","30-34","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Rudimentary","Mechanical well","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","0","Kenema","15-19","Never in union","Complete secondary","0-4","0-4","Rural","Worked","Natural","Natural","Rudimentary","Mechanical well","No","Facility","Islam","Mende","Sister","Wood-based","Mende","Yes","No","Agricultural"
0.861236,"0","0","1","Kenema","30-34","Married","No education","5+","5+","Rural","Worked","Natural","Other","Natural","Unprotected spring","No","No facility","Islam","Mende","Head","Wood-based","Mende","No","Yes","Agricultural"
0.861236,"1","1","0","Kenema","25-29","Never in union","Complete primary","0-4","0-4","Rural","Worked","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Islam","Mende","In-law","Unknown","Mende","No","No","Agricultural"
0.861236,"1","1","0","Kenema","15-19","Never in union","Incomplete secondary","0-4","0-4","Rural","Did not work","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Islam","Mende","In-law","Unknown","Mende","Yes","No","Did not work"
0.861236,"0","0","0","Kenema","20-24","Married","No education","0-4","0-4","Rural","Worked","Natural","Other","Finished","Unprotected spring","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","0","Kenema","40-44","Married","No education","0-4","0-4","Rural","Worked","Natural","Other","Finished","Public tap","No","Facility","Islam","Mende","Other","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","1","Kenema","35-39","Married","No education","5+","5+","Rural","Worked","Natural","Natural","Finished","Public tap","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","0","Kenema","15-19","Married","No education","0-4","0-4","Rural","Worked","Natural","Other","Natural","Public tap","No","Facility","Islam","Krio","Wife","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","0","Kenema","25-29","Married","No education","0-4","0-4","Rural","Worked","Natural","Other","Natural","Public tap","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","Yes","Agricultural"
0.861236,"0","0","0","Kenema","40-44","Married","No education","5+","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","0","Kenema","15-19","Never in union","Incomplete primary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Islam","Mende","Daughter","Wood-based","Mende","No","No","Agricultural"
0.861236,"1","1","0","Kenema","35-39","Married","No education","0-4","5+","Rural","Worked","Natural","Natural","Rudimentary","Mechanical well","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","1","Kenema","35-39","Married","No education","0-4","5+","Rural","Worked","Natural","Natural","Rudimentary","Surface water","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","0","Kenema","15-19","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Rudimentary","Mechanical well","No","No facility","Islam","Mende","Daughter","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","0","Kenema","35-39","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Mechanical well","No","No facility","Islam","Mende","Daughter","Wood-based","Mende","Yes","Yes","Agricultural"
0.861236,"0","0","0","Kenema","30-34","Married","No education","0-4","0-4","Rural","Worked","Natural","Other","Natural","Public tap","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","0","Kenema","45-49","Married","No education","0-4","0-4","Rural","Worked","Natural","Other","Finished","Public tap","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","0","Kenema","20-24","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Rudimentary","Mechanical well","No","Facility","Islam","Mende","Daughter","Wood-based","Mende","No","Yes","Agricultural"
0.861236,"0","0","1","Kenema","25-29","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Mechanical well","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","Yes","Agricultural"
0.861236,"0","0","0","Kenema","20-24","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Surface water","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
0.861236,"0","0","0","Kenema","35-39","Married","Incomplete primary","5+","5+","Rural","Worked","Natural","Natural","Rudimentary","Mechanical well","No","No facility","Islam","Mende","Daughter","Wood-based","Mende","No","No","Agricultural"
1.1334,"0","0","0","Port Loko","30-34","Never in union","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Sales"
1.1334,"0","0","0","Port Loko","25-29","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Natural","Rudimentary/Finished","Finished","Unprotected spring","No","No facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Sales"
1.1334,"0","0","0","Port Loko","45-49","Married","No education","0-4","5+","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Did not work"
1.1334,"1","1","0","Port Loko","30-34","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","Daughter","Wood-based","Temne","No","No","Sales"
1.1334,"0","0","0","Port Loko","45-49","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Sales"
1.1334,"1","1","0","Port Loko","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Natural","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Christian","Krio","Daughter","Wood-based","Loko","No","No","Sales"
1.1334,"1","1","0","Port Loko","20-24","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Natural","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","Daughter","Wood-based","Temne","No","No","Sales"
1.1334,"0","0","0","Port Loko","25-29","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Other","Wife","Wood-based","Temne","No","No","Sales"
1.1334,"0","0","0","Port Loko","45-49","Widowed","Incomplete primary","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Skilled manual"
1.1334,"1","1","0","Port Loko","20-24","Never in union","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Sales"
1.1334,"1","1","0","Port Loko","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Sales"
1.1334,"1","1","0","Port Loko","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Did not work"
1.1334,"0","0","0","Port Loko","45-49","Never in union","No education","0-4","5+","Urban","Worked","Finished","Natural","Finished","Unprotected well","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","Yes","Agricultural"
1.1334,"0","0","1","Port Loko","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Natural","Finished","Unprotected well","No","Facility","Islam","Temne","Niece","Wood-based","Temne","Yes","No","Sales"
1.1334,"0","0","0","Port Loko","35-39","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Sales"
1.1334,"0","0","1","Port Loko","20-24","Never in union","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Krio","Daughter","Wood-based","Fullah","No","No","Sales"
1.1334,"0","0","0","Port Loko","25-29","Divorced","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Sales"
1.1334,"0","0","0","Port Loko","45-49","Married","No education","0-4","0-4","Urban","Worked","Natural","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Agricultural"
1.1334,"0","0","1","Port Loko","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Natural","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","Daughter","Wood-based","Temne","No","No","Did not work"
1.1334,"0","0","1","Port Loko","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Natural","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","In-law","Wood-based","Temne","No","No","Did not work"
1.1334,"0","0","0","Port Loko","45-49","Divorced","No education","0-4","5+","Urban","Worked","Natural","Natural","Finished","Unprotected well","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Sales"
1.1334,"0","0","0","Port Loko","15-19","Married","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Islam","Temne","In-law","Wood-based","Temne","Yes","No","Did not work"
1.1334,"1","1","0","Port Loko","20-24","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","No facility","Islam","Temne","Wife","Wood-based","Temne","Yes","No","Sales"
1.1334,"0","0","0","Port Loko","45-49","Married","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Did not work"
1.11656,"0","0","0","Kenema","20-24","Married","Complete primary","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Public tap","No","Facility","Christian","Mende","In-law","Wood-based","Mende","No","No","Agricultural"
1.11656,"0","0","0","Kenema","30-34","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Piped","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.11656,"1","1","0","Kenema","35-39","Married","No education","0-4","5+","Rural","Worked","Natural","Rudimentary/Finished","Natural","Public tap","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.11656,"0","0","0","Kenema","25-29","Married","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Public tap","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.11656,"0","0","0","Kenema","35-39","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Piped","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.11656,"0","0","0","Kenema","20-24","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Natural","Surface water","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.11656,"0","0","0","Kenema","30-34","Married","No education","0-4","5+","Rural","Worked","Natural","Natural","Finished","Piped","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.11656,"0","0","0","Kenema","25-29","Never in union","No education","0-4","0-4","Rural","Did not work","Natural","Natural","Finished","Piped","No","Facility","Islam","Mende","Head","Wood-based","Mende","No","No","Did not work"
1.11656,"1","1","0","Kenema","25-29","Married","Incomplete secondary","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Piped","No","Facility","Islam","Mende","Wife","Wood-based","Mende","Yes","No","Agricultural"
1.11656,"0","0","0","Kenema","40-44","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Natural","Unprotected well","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.11656,"1","1","0","Kenema","40-44","Married","No education","5+","5+","Rural","Worked","Finished","Natural","Finished","Piped","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","Yes","Agricultural"
1.11656,"0","0","1","Kenema","25-29","Married","No education","0-4","5+","Rural","Worked","Natural","Rudimentary/Finished","Finished","Public tap","No","No facility","Islam","Mende","Daughter","Wood-based","Mende","No","No","Sales"
1.11656,"0","0","0","Kenema","45-49","Married","No education","0-4","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.11656,"0","0","0","Kenema","15-19","Never in union","Incomplete secondary","0-4","0-4","Rural","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Islam","Mende","Daughter","Wood-based","Mende","Yes","No","Did not work"
1.11656,"0","0","0","Kenema","30-34","Married","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Piped","No","Facility","Islam","Mende","Daughter","Wood-based","Mende","No","No","Agricultural"
1.11656,"0","0","1","Kenema","25-29","Married","Incomplete primary","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Piped","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
1.11656,"0","0","0","Kenema","40-44","Married","No education","0-4","0-4","Rural","Worked","Finished","Natural","Finished","Piped","No","No facility","Islam","Mende","Sister","Wood-based","Mende","No","Yes","Agricultural"
1.11656,"0","0","0","Kenema","30-34","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Natural","Public tap","No","Facility","Islam","Other","Wife","Wood-based","Mandingo","No","No","Agricultural"
0.946504,"0","0","0","Bo","40-44","Married","Incomplete primary","0-4","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","Yes","Sales"
0.946504,"0","0","1","Bo","15-19","Living with partner","Incomplete secondary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","No facility","Islam","Temne","In-law","Wood-based","Temne","Yes","No","Sales"
0.946504,"0","0","1","Bo","15-19","Living with partner","Incomplete secondary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","No facility","Islam","Mende","In-law","Wood-based","Mende","Yes","No","Agricultural"
0.946504,"0","0","0","Bo","20-24","Married","Complete primary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","No facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
0.946504,"0","0","0","Bo","20-24","Married","Incomplete secondary","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Mende","Wife","Wood-based","Mende","Yes","No","Sales"
0.946504,"0","0","0","Bo","25-29","Married","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Mende","Granddaughter","Wood-based","Mende","No","No","Sales"
0.946504,"0","0","0","Bo","15-19","Never in union","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Mende","Granddaughter","Wood-based","Mende","No","No","Sales"
0.946504,"0","0","0","Bo","40-44","Married","No education","5+","5+","Rural","Worked","Natural","Natural","Finished","Mechanical well","No","Facility","Islam","Mende","Head","Wood-based","Mende","No","No","Agricultural"
0.946504,"1","1","0","Bo","15-19","Never in union","Incomplete secondary","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Mechanical well","No","Facility","Islam","Mende","Daughter","Wood-based","Mende","Yes","No","Sales"
0.946504,"0","0","0","Bo","45-49","Married","Incomplete primary","5+","5+","Rural","Worked","Natural","Natural","Finished","Protected well","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Agricultural"
0.946504,"1","1","0","Bo","20-24","Married","Incomplete primary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Christian","Mende","Wife","Wood-based","Mende","No","No","Sales"
0.946504,"0","0","0","Bo","40-44","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Mende","Wife","Wood-based","Mende","No","No","Sales"
0.946504,"0","0","1","Bo","15-19","Living with partner","Incomplete secondary","0-4","0-4","Rural","Did not work","Natural","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Mende","In-law","Wood-based","Mende","Yes","No","Did not work"
0.946504,"0","0","1","Bo","15-19","Never in union","Incomplete secondary","0-4","0-4","Rural","Did not work","Natural","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Mende","Niece","Wood-based","Mende","Yes","No","Did not work"
0.946504,"0","0","1","Bo","20-24","Living with partner","Incomplete primary","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Mende","Other","Wood-based","Mende","No","No","Sales"
0.946504,"0","0","0","Bo","35-39","Married","Complete primary","5+","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Mende","Head","Wood-based","Mende","No","No","Agricultural"
0.946504,"1","1","0","Bo","15-19","Never in union","Incomplete secondary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Mende","Daughter","Wood-based","Mende","Yes","No","Sales"
