CPR,Weight,CPRm,Unmet_Need,REGNAME,Age,Edu,Living_Child,Urban,Religion,mother_tongue,HH_Head,Relation_HH_Head,HH_radio,HH_television,HH_motorcycle,HH_bicycle,HH_refrigerator,HH_cement_floor,HH_metal_roof,HH_piped_water,HH_electric_lights
1,0.457021,0,0,western hill,Age 15-24,SLC ,0,Urban,Hindu,Other,Male,Wife,No,No,No,No,No,No,Yes,No,No
1,0.457021,1,0,western hill,Age 15-24,Secondary,0,Urban,Hindu,Other,Female,Wife,No,Yes,No,Yes,No,Yes,Yes,No,No
1,1.932664,0,0,western hill,Age 15-24,SLC ,0,Rural,Hindu,Nepali,Male,Daughter,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
1,1.178062,1,0,western terai,Age 15-24,Primary,0,Rural,Hindu,Other,Male,Wife,No,No,No,No,No,No,Yes,No,No
1,1.178062,1,0,western terai,Age 25-34,Secondary,0,Rural,Hindu,Nepali,Male,Wife,Yes,No,No,No,No,Yes,Yes,Yes,No
1,1.178062,1,0,western terai,Age 35-49,None,0,Rural,Bouddha,Nepali,Female,Wife,No,Yes,No,No,Yes,Yes,No,Yes,No
1,1.178062,1,0,western terai,Age 15-24,Secondary,0,Rural,Hindu,Other,Female,Daughter,Yes,Yes,No,Yes,No,No,Yes,No,No
1,1.178062,0,0,western terai,Age 15-24,SLC ,0,Rural,Hindu,Other,Male,Daughter,Yes,Yes,Yes,Yes,No,No,Yes,No,No
1,1.178062,1,0,western terai,Age 15-24,Secondary,0,Rural,Hindu,Nepali,Female,Daughter,No,Yes,No,Yes,No,No,Yes,Yes,No
1,1.178062,1,0,western terai,Age 25-34,None,0,Rural,Hindu,Nepali,Female,Wife,No,Yes,No,Yes,No,No,Yes,Yes,No
1,0.334722,1,0,western terai,Age 15-24,SLC ,0,Urban,Other,Nepali,Female,Daughter,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
1,0.334722,1,0,western terai,Age 15-24,SLC ,0,Urban,Hindu,Nepali,Male,Wife,Yes,Yes,No,No,No,Yes,Yes,Yes,No
1,0.334722,1,0,western terai,Age 15-24,SLC ,0,Urban,Hindu,Other,Male,Wife,No,Yes,No,No,No,Yes,No,No,No
1,0.800293,0,0,mid-western hill,Age 15-24,Secondary,0,Rural,Hindu,Nepali,Female,Other,No,No,No,No,No,No,No,Yes,No
1,0.800293,1,0,mid-western hill,Age 35-49,None,0,Rural,Hindu,Nepali,Male,Wife,Yes,Yes,No,No,No,No,No,Yes,No
1,0.261955,1,0,mid-western terai,Age 15-24,Primary,0,Urban,Hindu,Nepali,Female,Wife,No,No,No,Yes,No,Yes,No,Yes,No
1,0.261955,1,0,mid-western terai,Age 15-24,Secondary,0,Urban,Hindu,Nepali,Female,Wife,Yes,No,No,Yes,No,No,Yes,Yes,No
1,0.261955,0,0,mid-western terai,Age 15-24,SLC ,0,Urban,Hindu,Nepali,Male,Wife,No,Yes,Yes,No,No,Yes,No,Yes,No
1,0.847478,1,0,mid-western terai,Age 15-24,SLC ,0,Rural,Hindu,Other,Male,Daughter,Yes,Yes,No,Yes,No,Yes,Yes,No,No
1,0.261955,1,0,mid-western terai,Age 15-24,Secondary,0,Urban,Hindu,Other,Male,Wife,Yes,Yes,No,Yes,No,Yes,No,No,No
1,0.261955,1,0,mid-western terai,Age 15-24,SLC ,0,Urban,Hindu,Other,Male,Wife,No,Yes,Yes,No,No,Yes,No,No,No
1,0.847478,1,0,mid-western terai,Age 15-24,Secondary,0,Rural,Hindu,Other,Female,Other,No,No,No,Yes,No,No,No,No,Yes
1,0.847478,1,0,mid-western terai,Age 15-24,Secondary,0,Rural,Hindu,Other,Female,Daughter,No,Yes,No,Yes,No,No,No,No,No
1,0.261955,1,0,mid-western terai,Age 15-24,Secondary,0,Urban,Other,Other,Female,Daughter,No,Yes,No,Yes,No,No,No,No,No
1,0.847478,1,0,mid-western terai,Age 15-24,Secondary,0,Rural,Hindu,Other,Male,Daughter,Yes,No,No,Yes,No,No,No,No,No
1,0.847478,1,0,mid-western terai,Age 15-24,Secondary,0,Rural,Hindu,Other,Male,Daughter,Yes,No,No,Yes,No,No,No,No,No
1,0.242261,1,0,mid-western hill,Age 15-24,SLC ,0,Urban,Hindu,Nepali,Male,Daughter,No,Yes,No,Yes,No,No,Yes,Yes,No
1,0.242261,0,0,mid-western hill,Age 15-24,None,0,Urban,Islam,Nepali,Female,Wife,No,No,No,No,No,Yes,No,Yes,No
1,0.800293,1,0,mid-western hill,Age 15-24,SLC ,0,Rural,Hindu,Other,Male,Daughter,No,No,No,No,No,No,No,No,No
1,0.800293,0,0,mid-western hill,Age 15-24,SLC ,0,Rural,Hindu,Nepali,Male,Daughter,Yes,No,No,No,No,No,No,Yes,Yes
1,0.800293,1,0,mid-western hill,Age 15-24,Secondary,0,Rural,Hindu,Other,Male,Other,Yes,No,No,No,No,No,No,No,Yes
1,0.800293,1,0,mid-western hill,Age 15-24,Secondary,0,Rural,Hindu,Nepali,Male,Wife,Yes,No,No,No,No,No,No,Yes,Yes
1,0.508373,0,0,western mountain,Age 15-24,Secondary,0,Rural,Hindu,Nepali,Male,Daughter,Yes,Yes,No,No,No,No,No,Yes,No
1,0.508373,1,0,western mountain,Age 15-24,Secondary,0,Rural,Hindu,Nepali,Female,Daughter,Yes,No,No,No,No,No,No,Yes,Yes
1,0.508373,1,0,western mountain,Age 15-24,None,0,Rural,Hindu,Other,Female,Daughter,Yes,No,No,No,No,No,No,No,Yes
1,0.245226,1,0,far-western terai,Age 15-24,None,0,Urban,Hindu,Other,Female,Daughter,No,No,No,Yes,No,No,Yes,No,Yes
1,0.245226,1,0,far-western terai,Age 35-49,SLC ,0,Urban,Hindu,Nepali,Male,Wife,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1,0.245226,0,0,far-western terai,Age 15-24,SLC ,0,Urban,Hindu,Other,Male,Wife,Yes,Yes,No,Yes,No,Yes,No,No,No
1,0.245226,1,0,far-western terai,Age 15-24,Secondary,0,Urban,Hindu,Nepali,Female,Daughter,No,Yes,No,Yes,No,Yes,No,Yes,No
1,0.245226,1,0,far-western terai,Age 15-24,Primary,0,Urban,Hindu,Nepali,Female,Daughter,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
1,0.245226,1,0,far-western terai,Age 15-24,Primary,0,Urban,Other,Other,Female,Daughter,Yes,Yes,No,Yes,No,Yes,No,No,No
1,0.245226,1,0,far-western terai,Age 15-24,Secondary,0,Urban,Hindu,Other,Female,Daughter,No,Yes,No,Yes,Yes,No,No,No,No
1,0.245226,0,0,far-western terai,Age 25-34,Secondary,0,Urban,Hindu,Other,Female,Daughter,No,Yes,No,Yes,No,No,No,No,No
1,0.245226,1,0,far-western terai,Age 15-24,Secondary,0,Urban,Hindu,Other,Female,Daughter,No,Yes,No,Yes,No,No,No,No,No
1,1.226704,1,0,far-western terai,Age 15-24,SLC ,0,Rural,Hindu,Other,Male,Daughter,Yes,No,No,Yes,Yes,Yes,No,No,No
1,1.226704,1,0,far-western terai,Age 15-24,None,0,Rural,Hindu,Other,Female,Daughter,Yes,No,Yes,Yes,No,No,No,No,Yes
1,0.245226,1,0,far-western terai,Age 15-24,SLC ,0,Urban,Hindu,Other,Female,Daughter,Yes,Yes,No,Yes,No,Yes,No,No,No
1,0.245226,0,0,far-western terai,Age 15-24,SLC ,0,Urban,Hindu,Other,Male,Daughter,No,Yes,Yes,Yes,No,Yes,No,No,No
1,0.245226,0,0,far-western terai,Age 25-34,SLC ,0,Urban,Hindu,Other,Male,Wife,No,Yes,Yes,No,Yes,Yes,No,No,No
1,0.245226,1,0,far-western terai,Age 15-24,Secondary,0,Urban,Hindu,Other,Female,Daughter,Yes,No,No,No,No,Yes,No,No,No
1,0.584344,0,0,far-western hill,Age 15-24,Secondary,0,Rural,Hindu,Nepali,Female,Daughter,Yes,No,No,No,No,Yes,No,Yes,No
1,0.584344,1,0,far-western hill,Age 15-24,SLC ,0,Rural,Hindu,Other,Female,Daughter,Yes,No,No,No,No,No,No,No,Yes
1,0.584344,1,0,far-western hill,Age 15-24,Primary,0,Rural,Hindu,Other,Female,Daughter,Yes,No,No,No,No,No,No,No,Yes
1,0.584344,0,0,far-western hill,Age 15-24,Primary,0,Rural,Hindu,Other,Female,Daughter,Yes,No,No,No,No,No,No,No,Yes
1,0.584344,1,0,far-western hill,Age 15-24,SLC ,0,Rural,Hindu,Nepali,Female,Daughter,Yes,No,No,No,No,Yes,No,Yes,No
1,0.508373,1,0,western mountain,Age 15-24,Secondary,0,Rural,Hindu,Nepali,Female,Daughter,Yes,No,No,No,No,No,No,Yes,Yes
1,0.342191,1,0,eastern mountain,Age 15-24,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,Yes,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 25-34,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Daughter,Yes,Yes,No,No,No,No,Yes,Yes,No
1,0.342191,0,0,eastern mountain,Age 25-34,None,1 or 2,Rural,Hindu,Nepali,Male,Wife,No,Yes,No,No,No,No,No,Yes,No
1,0.342191,1,0,eastern mountain,Age 25-34,SLC ,1 or 2,Rural,Other,Nepali,Female,Wife,No,No,No,No,No,No,No,Yes,No
1,0.342191,1,0,eastern mountain,Age 25-34,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,No,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 35-49,SLC ,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,No,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 15-24,Secondary,1 or 2,Rural,Bouddha,Nepali,Male,Wife,Yes,Yes,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 15-24,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,Yes,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 25-34,Secondary,1 or 2,Rural,Other,Nepali,Female,Head,Yes,No,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 15-24,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Head,No,No,No,No,No,No,Yes,Yes,No
1,0.342191,0,0,eastern mountain,Age 35-49,Primary,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,Yes,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 15-24,SLC ,1 or 2,Rural,Hindu,Nepali,Female,Daughter,Yes,No,No,No,No,No,No,Yes,No
1,0.342191,1,0,eastern mountain,Age 35-49,SLC ,1 or 2,Rural,Hindu,Nepali,Male,Daughter,Yes,Yes,No,Yes,No,No,Yes,Yes,No
1,0.342191,0,0,eastern mountain,Age 35-49,None,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,No,No,No,No,No,No,Yes,No
1,0.342191,1,0,eastern mountain,Age 25-34,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Daughter,Yes,Yes,No,No,No,No,No,Yes,No
1,0.342191,1,0,eastern mountain,Age 35-49,Primary,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,No,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 15-24,SLC ,1 or 2,Rural,Hindu,Nepali,Male,Daughter,Yes,No,No,No,No,No,Yes,Yes,Yes
1,0.342191,1,0,eastern mountain,Age 35-49,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Daughter,Yes,Yes,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 25-34,SLC ,1 or 2,Rural,Bouddha,Nepali,Female,Wife,Yes,Yes,No,Yes,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 25-34,Primary,1 or 2,Rural,Bouddha,Nepali,Male,Wife,No,No,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 25-34,Secondary,1 or 2,Rural,Bouddha,Nepali,Male,Wife,Yes,Yes,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 25-34,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,No,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 25-34,Primary,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,Yes,No,No,No,No,Yes,Yes,Yes
1,0.342191,1,0,eastern mountain,Age 35-49,Secondary,1 or 2,Rural,Other,Nepali,Male,Wife,No,No,No,No,No,No,Yes,Yes,Yes
1,0.342191,1,0,eastern mountain,Age 35-49,None,1 or 2,Rural,Bouddha,Nepali,Male,Daughter,Yes,No,No,No,No,No,Yes,Yes,No
1,0.342191,0,0,eastern mountain,Age 25-34,Primary,1 or 2,Rural,Bouddha,Nepali,Male,Wife,Yes,No,No,No,No,No,Yes,Yes,Yes
1,0.342191,1,0,eastern mountain,Age 25-34,Primary,1 or 2,Rural,Bouddha,Nepali,Male,Wife,Yes,Yes,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 25-34,None,1 or 2,Rural,Bouddha,Nepali,Male,Wife,Yes,No,No,No,No,No,Yes,Yes,Yes
1,0.342191,0,0,eastern mountain,Age 15-24,None,1 or 2,Rural,Hindu,Nepali,Male,Wife,No,No,No,No,No,No,Yes,Yes,No
1,0.342191,1,0,eastern mountain,Age 35-49,SLC ,1 or 2,Rural,Hindu,Nepali,Male,Other,Yes,Yes,No,No,No,No,No,Yes,No
1,0.342191,0,0,eastern mountain,Age 15-24,Primary,1 or 2,Rural,Hindu,Nepali,Male,Daughter,Yes,Yes,No,No,No,No,No,Yes,No
1,0.342191,1,0,eastern mountain,Age 15-24,Primary,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,Yes,No,No,No,No,No,Yes,No
1,0.342191,0,0,eastern mountain,Age 15-24,Secondary,1 or 2,Rural,Other,Nepali,Male,Wife,Yes,No,No,No,No,No,No,Yes,Yes
1,1.025362,1,0,eastern hill,Age 25-34,Primary,1 or 2,Rural,Bouddha,Other,Female,Daughter,Yes,No,No,No,No,No,No,No,Yes
1,1.025362,1,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Other,Nepali,Female,Wife,No,Yes,No,No,No,No,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 25-34,SLC ,1 or 2,Rural,Other,Nepali,Male,Wife,Yes,Yes,No,No,No,Yes,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 35-49,None,1 or 2,Rural,Other,Nepali,Female,Wife,Yes,Yes,No,No,No,No,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 15-24,Primary,1 or 2,Rural,Other,Nepali,Male,Wife,No,No,No,No,No,No,No,Yes,Yes
1,1.025362,1,0,eastern hill,Age 25-34,SLC ,1 or 2,Rural,Hindu,Nepali,Female,Wife,No,No,No,No,No,No,No,Yes,Yes
1,1.025362,1,0,eastern hill,Age 35-49,None,1 or 2,Rural,Other,Nepali,Female,Wife,Yes,No,No,No,No,No,Yes,Yes,Yes
1,1.025362,1,0,eastern hill,Age 35-49,Secondary,1 or 2,Rural,Other,Nepali,Male,Wife,No,Yes,No,No,No,No,Yes,Yes,No
1,1.025362,0,0,eastern hill,Age 15-24,Primary,1 or 2,Rural,Other,Other,Female,Wife,No,No,No,No,No,No,No,No,Yes
1,1.025362,1,0,eastern hill,Age 35-49,None,1 or 2,Rural,Hindu,Other,Male,Wife,Yes,No,No,No,No,No,Yes,No,No
1,1.025362,0,0,eastern hill,Age 25-34,Primary,1 or 2,Rural,Hindu,Other,Male,Wife,Yes,No,No,No,No,No,No,No,Yes
1,1.025362,1,0,eastern hill,Age 25-34,None,1 or 2,Rural,Hindu,Nepali,Male,Wife,No,No,No,No,No,No,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 35-49,None,1 or 2,Rural,Hindu,Other,Male,Head,Yes,Yes,No,Yes,No,No,Yes,No,No
1,1.025362,1,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,No,No,Yes,No,No,Yes,Yes,Yes
1,1.025362,1,0,eastern hill,Age 25-34,None,1 or 2,Rural,Hindu,Nepali,Male,Wife,No,No,No,No,No,No,Yes,Yes,Yes
1,1.025362,0,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Hindu,Other,Male,Wife,Yes,Yes,No,Yes,No,No,Yes,No,No
1,1.025362,1,0,eastern hill,Age 15-24,Primary,1 or 2,Rural,Hindu,Other,Male,Head,Yes,No,No,No,No,No,No,No,Yes
1,1.025362,1,0,eastern hill,Age 35-49,None,1 or 2,Rural,Other,Other,Male,Wife,Yes,No,No,Yes,No,No,Yes,No,No
1,1.025362,1,0,eastern hill,Age 35-49,SLC ,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,Yes,No,No,No,No,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Daughter,Yes,Yes,No,No,No,No,Yes,Yes,No
1,1.025362,0,0,eastern hill,Age 35-49,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,Yes,No,No,No,No,Yes,Yes,No
1,1.025362,0,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Daughter,Yes,Yes,No,No,No,No,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 35-49,None,1 or 2,Rural,Other,Nepali,Female,Wife,No,No,No,No,No,No,Yes,Yes,Yes
1,1.025362,0,0,eastern hill,Age 25-34,Primary,1 or 2,Rural,Other,Nepali,Female,Wife,No,Yes,No,No,No,No,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Hindu,Nepali,Female,Daughter,Yes,Yes,No,No,No,No,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 35-49,None,1 or 2,Rural,Other,Other,Male,Wife,No,No,No,No,No,No,Yes,No,Yes
1,1.025362,1,0,eastern hill,Age 35-49,None,1 or 2,Rural,Other,Other,Female,Wife,Yes,No,No,No,No,No,Yes,No,No
1,1.025362,1,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Other,Nepali,Female,Wife,Yes,Yes,No,No,No,Yes,Yes,Yes,No
1,1.025362,0,0,eastern hill,Age 35-49,Primary,1 or 2,Rural,Other,Nepali,Female,Wife,Yes,No,No,No,No,No,Yes,Yes,No
1,1.025362,0,0,eastern hill,Age 25-34,SLC ,1 or 2,Rural,Hindu,Nepali,Male,Wife,No,Yes,Yes,No,No,No,Yes,Yes,No
1,1.025362,0,0,eastern hill,Age 35-49,Primary,1 or 2,Rural,Hindu,Other,Male,Wife,Yes,Yes,Yes,No,No,Yes,No,No,No
1,1.025362,0,0,eastern hill,Age 35-49,None,1 or 2,Rural,Hindu,Nepali,Female,Wife,Yes,Yes,No,No,No,No,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Hindu,Nepali,Female,Daughter,Yes,Yes,No,No,No,No,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 35-49,Secondary,1 or 2,Rural,Bouddha,Nepali,Female,Wife,Yes,Yes,No,No,No,Yes,Yes,Yes,No
1,1.025362,0,0,eastern hill,Age 35-49,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,No,No,No,No,No,Yes,Yes,No
1,1.025362,0,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Hindu,Nepali,Female,Wife,Yes,Yes,No,No,No,No,No,Yes,No
1,1.025362,1,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Hindu,Nepali,Female,Wife,Yes,Yes,Yes,No,No,No,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Bouddha,Nepali,Male,Wife,No,Yes,No,No,Yes,No,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 15-24,SLC ,1 or 2,Rural,Hindu,Nepali,Male,Wife,No,No,No,No,No,No,Yes,Yes,No
1,1.025362,1,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Hindu,Nepali,Male,Wife,No,Yes,No,No,No,No,Yes,Yes,No
1,1.025362,0,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Hindu,Other,Male,Daughter,Yes,Yes,No,Yes,No,Yes,No,No,No
1,1.025362,1,0,eastern hill,Age 25-34,Secondary,1 or 2,Rural,Hindu,Other,Male,Wife,No,Yes,No,Yes,No,No,Yes,No,No
1,1.025362,1,0,eastern hill,Age 15-24,Secondary,1 or 2,Rural,Bouddha,Nepali,Male,Wife,No,No,No,Yes,No,No,No,Yes,Yes
1,0.547337,1,0,eastern terai,Age 25-34,Primary,1 or 2,Urban,Hindu,Nepali,Female,Wife,Yes,No,No,No,No,Yes,No,Yes,No
1,0.547337,1,0,eastern terai,Age 35-49,None,1 or 2,Urban,Hindu,Other,Female,Wife,Yes,Yes,No,Yes,No,Yes,Yes,No,No
1,0.547337,0,0,eastern terai,Age 35-49,Secondary,1 or 2,Urban,Hindu,Nepali,Female,Daughter,No,Yes,Yes,Yes,No,Yes,No,Yes,No
1,0.547337,1,0,eastern terai,Age 25-34,SLC ,1 or 2,Urban,Hindu,Nepali,Male,Wife,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1,0.547337,0,0,eastern terai,Age 25-34,SLC ,1 or 2,Urban,Hindu,Nepali,Male,Wife,No,Yes,Yes,No,No,Yes,No,Yes,No
1,0.547337,1,0,eastern terai,Age 15-24,Primary,1 or 2,Urban,Hindu,Other,Male,Head,No,Yes,No,No,No,Yes,No,No,No
1,0.547337,1,0,eastern terai,Age 35-49,None,1 or 2,Urban,Bouddha,Other,Female,Wife,Yes,No,No,Yes,Yes,Yes,No,No,No
1,0.547337,0,0,eastern terai,Age 35-49,SLC ,1 or 2,Urban,Hindu,Nepali,Male,Wife,Yes,Yes,No,Yes,No,Yes,No,Yes,No
1,0.547337,1,0,eastern terai,Age 25-34,SLC ,1 or 2,Urban,Hindu,Other,Male,Wife,No,Yes,Yes,No,No,Yes,No,No,No
1,0.547337,1,0,eastern terai,Age 25-34,SLC ,1 or 2,Urban,Hindu,Nepali,Male,Daughter,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1,0.547337,1,0,eastern terai,Age 25-34,SLC ,1 or 2,Urban,Hindu,Other,Female,Wife,No,Yes,Yes,Yes,Yes,Yes,No,No,No
1,0.547337,1,0,eastern terai,Age 35-49,Primary,1 or 2,Urban,Hindu,Other,Female,Wife,No,No,No,Yes,No,No,Yes,No,Yes
1,0.547337,1,0,eastern terai,Age 25-34,Secondary,1 or 2,Urban,Hindu,Other,Female,Wife,No,Yes,No,Yes,No,No,Yes,No,No
1,0.547337,1,0,eastern terai,Age 35-49,Secondary,1 or 2,Urban,Hindu,Other,Male,Daughter,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
1,0.547337,1,0,eastern terai,Age 25-34,Secondary,1 or 2,Urban,Hindu,Other,Female,Wife,No,Yes,No,Yes,No,Yes,No,No,No
1,0.547337,1,0,eastern terai,Age 35-49,Secondary,1 or 2,Urban,Hindu,Other,Male,Wife,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
1,0.547337,1,0,eastern terai,Age 25-34,SLC ,1 or 2,Urban,Bouddha,Other,Male,Daughter,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
1,0.547337,1,0,eastern terai,Age 15-24,Primary,1 or 2,Urban,Hindu,Other,Male,Daughter,No,No,No,Yes,No,No,Yes,No,No
1,0.547337,1,0,eastern terai,Age 35-49,None,1 or 2,Urban,Hindu,Other,Male,Wife,Yes,Yes,No,Yes,No,No,No,No,No
1,0.547337,1,0,eastern terai,Age 35-49,Secondary,1 or 2,Urban,Hindu,Other,Male,Wife,Yes,Yes,No,Yes,No,No,Yes,No,No
1,0.547337,1,0,eastern terai,Age 25-34,Secondary,1 or 2,Urban,Hindu,Other,Male,Wife,Yes,Yes,No,Yes,No,Yes,Yes,No,No
1,0.547337,1,0,eastern terai,Age 35-49,Primary,1 or 2,Urban,Hindu,Other,Male,Wife,No,Yes,No,Yes,Yes,No,Yes,No,No
1,0.547337,1,0,eastern terai,Age 15-24,Primary,1 or 2,Urban,Hindu,Other,Female,Daughter,Yes,Yes,Yes,No,No,Yes,No,No,No
1,0.547337,1,0,eastern terai,Age 25-34,Secondary,1 or 2,Urban,Hindu,Other,Male,Wife,No,Yes,No,Yes,No,Yes,Yes,No,No
1,0.547337,1,0,eastern terai,Age 15-24,Secondary,1 or 2,Urban,Hindu,Other,Male,Daughter,No,Yes,No,Yes,No,No,Yes,No,No
1,0.547337,1,0,eastern terai,Age 15-24,Secondary,1 or 2,Urban,Hindu,Other,Male,Wife,No,No,No,Yes,No,Yes,Yes,No,No
1,2.319956,0,0,eastern terai,Age 25-34,Secondary,1 or 2,Rural,Hindu,Other,Male,Wife,Yes,Yes,No,No,No,Yes,No,No,No
1,2.319956,0,0,eastern terai,Age 25-34,Secondary,1 or 2,Rural,Hindu,Other,Male,Wife,Yes,Yes,No,Yes,No,No,Yes,No,No
1,2.319956,1,0,eastern terai,Age 25-34,Secondary,1 or 2,Rural,Hindu,Other,Male,Wife,Yes,Yes,No,No,Yes,Yes,No,No,No
1,2.319956,1,0,eastern terai,Age 25-34,SLC ,1 or 2,Rural,Bouddha,Other,Male,Wife,Yes,Yes,No,No,Yes,Yes,No,No,No
1,2.319956,0,0,eastern terai,Age 25-34,SLC ,1 or 2,Rural,Hindu,Other,Male,Daughter,Yes,Yes,No,Yes,No,No,Yes,No,No
1,2.319956,1,0,eastern terai,Age 35-49,Primary,1 or 2,Rural,Hindu,Nepali,Male,Wife,Yes,Yes,No,No,No,Yes,No,Yes,No
1,2.319956,1,0,eastern terai,Age 25-34,SLC ,1 or 2,Rural,Hindu,Other,Male,Wife,Yes,Yes,No,No,Yes,No,Yes,No,No
1,2.319956,1,0,eastern terai,Age 25-34,Secondary,1 or 2,Rural,Hindu,Other,Male,Wife,No,Yes,No,Yes,No,Yes,No,No,No
1,2.319956,0,0,eastern terai,Age 25-34,SLC ,1 or 2,Rural,Hindu,Other,Male,Daughter,Yes,Yes,No,Yes,Yes,Yes,No,No,No
1,2.319956,1,0,eastern terai,Age 25-34,Secondary,1 or 2,Rural,Hindu,Other,Male,Daughter,No,Yes,No,No,No,Yes,No,No,No
1,2.319956,0,0,eastern terai,Age 35-49,Primary,1 or 2,Rural,Hindu,Other,Male,Wife,Yes,Yes,No,Yes,No,Yes,Yes,No,No
1,2.319956,0,0,eastern terai,Age 35-49,Secondary,1 or 2,Rural,Hindu,Other,Male,Wife,Yes,Yes,No,Yes,No,Yes,Yes,No,No
1,2.319956,1,0,eastern terai,Age 15-24,Primary,1 or 2,Rural,Hindu,Other,Male,Other,No,No,No,No,No,No,Yes,No,No
1,2.319956,1,0,eastern terai,Age 15-24,Primary,1 or 2,Rural,Hindu,Other,Female,Wife,No,Yes,No,Yes,No,No,Yes,No,No
1,2.319956,1,0,eastern terai,Age 35-49,None,1 or 2,Rural,Hindu,Other,Male,Wife,Yes,Yes,No,Yes,No,No,Yes,No,No
1,2.319956,1,0,eastern terai,Age 15-24,SLC ,1 or 2,Rural,Hindu,Other,Male,Wife,No,No,No,No,No,No,Yes,No,No
1,2.319956,1,0,eastern terai,Age 25-34,Secondary,1 or 2,Rural,Hindu,Other,Female,Other,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1,2.319956,0,0,eastern terai,Age 25-34,Secondary,1 or 2,Rural,Hindu,Other,Female,Wife,No,Yes,No,Yes,No,No,Yes,No,No
1,2.319956,1,0,eastern terai,Age 25-34,Secondary,1 or 2,Rural,Hindu,Other,Female,Wife,No,Yes,No,No,No,Yes,Yes,No,No
